State,Condition Group,Condition,Age Group,COVID-19 Deaths,Number of Mentions,Broad Condition Group
Iowa,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",5,56,110,0
Iowa,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",6,74,133,0
Iowa,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",7,93,191,0
Iowa,All other conditions and causes (residual),All other conditions and causes (residual),0,13,23,0
Iowa,All other conditions and causes (residual),All other conditions and causes (residual),1,35,68,0
Iowa,All other conditions and causes (residual),All other conditions and causes (residual),2,89,153,0
Iowa,All other conditions and causes (residual),All other conditions and causes (residual),3,229,424,0
Iowa,All other conditions and causes (residual),All other conditions and causes (residual),4,616,1088,0
Iowa,All other conditions and causes (residual),All other conditions and causes (residual),5,1050,1738,0
Iowa,All other conditions and causes (residual),All other conditions and causes (residual),6,1366,2215,0
Iowa,All other conditions and causes (residual),All other conditions and causes (residual),7,1723,2685,0
Iowa,COVID-19,COVID-19,0,22,22,0
Iowa,COVID-19,COVID-19,1,69,69,0
Iowa,COVID-19,COVID-19,2,184,184,0
Iowa,COVID-19,COVID-19,3,464,464,0
Iowa,COVID-19,COVID-19,4,1211,1211,0
Iowa,COVID-19,COVID-19,5,2070,2070,0
Iowa,COVID-19,COVID-19,6,2911,2911,0
Iowa,COVID-19,COVID-19,7,4030,4030,0
Kansas,Respiratory diseases,Influenza and pneumonia,0,13,16,2
Kansas,Respiratory diseases,Influenza and pneumonia,1,39,42,2
Kansas,Respiratory diseases,Influenza and pneumonia,2,115,118,2
Kansas,Respiratory diseases,Influenza and pneumonia,3,259,271,2
Kansas,Respiratory diseases,Influenza and pneumonia,4,616,634,2
Kansas,Respiratory diseases,Influenza and pneumonia,5,962,992,2
Kansas,Respiratory diseases,Influenza and pneumonia,6,1093,1128,2
Kansas,Respiratory diseases,Influenza and pneumonia,7,1034,1049,2
Kansas,Respiratory diseases,Chronic lower respiratory diseases,2,10,10,2
Kansas,Respiratory diseases,Chronic lower respiratory diseases,3,31,32,2
Kansas,Respiratory diseases,Chronic lower respiratory diseases,4,117,128,2
Kansas,Respiratory diseases,Chronic lower respiratory diseases,5,244,258,2
Kansas,Respiratory diseases,Chronic lower respiratory diseases,6,317,331,2
Kansas,Respiratory diseases,Chronic lower respiratory diseases,7,279,284,2
Kansas,Respiratory diseases,Adult respiratory distress syndrome,1,13,13,2
Kansas,Respiratory diseases,Adult respiratory distress syndrome,2,32,32,2
Kansas,Respiratory diseases,Adult respiratory distress syndrome,3,88,88,2
Kansas,Respiratory diseases,Adult respiratory distress syndrome,4,149,149,2
Kansas,Respiratory diseases,Adult respiratory distress syndrome,5,198,198,2
Kansas,Respiratory diseases,Adult respiratory distress syndrome,6,161,161,2
Kansas,Respiratory diseases,Adult respiratory distress syndrome,7,92,92,2
Kansas,Respiratory diseases,Respiratory failure,1,33,33,2
Kansas,Respiratory diseases,Respiratory failure,2,110,111,2
Kansas,Respiratory diseases,Respiratory failure,3,271,280,2
Kansas,Respiratory diseases,Respiratory failure,4,690,708,2
Kansas,Respiratory diseases,Respiratory failure,5,1090,1137,2
Kansas,Respiratory diseases,Respiratory failure,6,1248,1299,2
Kansas,Respiratory diseases,Respiratory failure,7,1114,1147,2
Kansas,Respiratory diseases,Respiratory arrest,4,24,24,2
Kansas,Respiratory diseases,Respiratory arrest,5,30,30,2
Kansas,Respiratory diseases,Respiratory arrest,6,67,67,2
Kansas,Respiratory diseases,Respiratory arrest,7,91,91,2
Kansas,Respiratory diseases,Other diseases of the respiratory system,2,11,11,2
Kansas,Respiratory diseases,Other diseases of the respiratory system,3,29,29,2
Kansas,Respiratory diseases,Other diseases of the respiratory system,4,74,80,2
Kansas,Respiratory diseases,Other diseases of the respiratory system,5,131,136,2
Kansas,Respiratory diseases,Other diseases of the respiratory system,6,143,155,2
Kansas,Respiratory diseases,Other diseases of the respiratory system,7,116,122,2
Kansas,Circulatory diseases,Hypertensive diseases,0,0,0,1
Kansas,Circulatory diseases,Hypertensive diseases,2,20,20,1
Kansas,Circulatory diseases,Hypertensive diseases,3,50,51,1
Kansas,Circulatory diseases,Hypertensive diseases,4,166,168,1
Kansas,Circulatory diseases,Hypertensive diseases,5,245,247,1
Kansas,Circulatory diseases,Hypertensive diseases,6,320,324,1
Kansas,Circulatory diseases,Hypertensive diseases,7,447,456,1
Kansas,Circulatory diseases,Ischemic heart disease,0,0,0,1
Kansas,Circulatory diseases,Ischemic heart disease,3,28,30,1
Kansas,Circulatory diseases,Ischemic heart disease,4,107,123,1
Kansas,Circulatory diseases,Ischemic heart disease,5,188,210,1
Kansas,Circulatory diseases,Ischemic heart disease,6,310,332,1
Kansas,Circulatory diseases,Ischemic heart disease,7,378,396,1
Kansas,Circulatory diseases,Cardiac arrest,2,31,31,1
Kansas,Circulatory diseases,Cardiac arrest,3,79,79,1
Kansas,Circulatory diseases,Cardiac arrest,4,158,158,1
Kansas,Circulatory diseases,Cardiac arrest,5,256,256,1
Kansas,Circulatory diseases,Cardiac arrest,6,261,263,1
Kansas,Circulatory diseases,Cardiac arrest,7,214,214,1
Kansas,Circulatory diseases,Cardiac arrhythmia,3,24,24,1
Kansas,Circulatory diseases,Cardiac arrhythmia,4,69,72,1
Kansas,Circulatory diseases,Cardiac arrhythmia,5,143,147,1
Kansas,Circulatory diseases,Cardiac arrhythmia,6,205,209,1
Kansas,Circulatory diseases,Cardiac arrhythmia,7,309,314,1
Kansas,Circulatory diseases,Heart failure,3,17,17,1
Kansas,Circulatory diseases,Heart failure,4,63,63,1
Kansas,Circulatory diseases,Heart failure,5,124,125,1
Kansas,Circulatory diseases,Heart failure,6,233,233,1
Kansas,Circulatory diseases,Heart failure,7,419,419,1
Kansas,Circulatory diseases,Cerebrovascular diseases,3,18,20,1
Kansas,Circulatory diseases,Cerebrovascular diseases,4,49,50,1
Kansas,Circulatory diseases,Cerebrovascular diseases,5,100,104,1
Kansas,Circulatory diseases,Cerebrovascular diseases,6,128,134,1
Kansas,Circulatory diseases,Cerebrovascular diseases,7,154,160,1
Kansas,Circulatory diseases,Other diseases of the circulatory system,1,12,15,1
Kansas,Circulatory diseases,Other diseases of the circulatory system,2,25,28,1
Kansas,Circulatory diseases,Other diseases of the circulatory system,3,62,63,1
Kansas,Circulatory diseases,Other diseases of the circulatory system,4,120,133,1
Kansas,Circulatory diseases,Other diseases of the circulatory system,5,152,175,1
Kansas,Circulatory diseases,Other diseases of the circulatory system,6,169,189,1
Kansas,Circulatory diseases,Other diseases of the circulatory system,7,210,230,1
Kansas,Sepsis,Sepsis,2,29,29,0
Kansas,Sepsis,Sepsis,3,72,72,0
Kansas,Sepsis,Sepsis,4,154,154,0
Kansas,Sepsis,Sepsis,5,241,241,0
Kansas,Sepsis,Sepsis,6,242,242,0
Kansas,Sepsis,Sepsis,7,163,163,0
Kansas,Malignant neoplasms,Malignant neoplasms,0,0,0,0
Kansas,Malignant neoplasms,Malignant neoplasms,3,22,30,0
Kansas,Malignant neoplasms,Malignant neoplasms,4,56,71,0
Kansas,Malignant neoplasms,Malignant neoplasms,5,168,196,0
Kansas,Malignant neoplasms,Malignant neoplasms,6,178,205,0
Kansas,Malignant neoplasms,Malignant neoplasms,7,134,145,0
Kansas,Diabetes,Diabetes,2,31,31,0
Kansas,Diabetes,Diabetes,3,86,86,0
Kansas,Diabetes,Diabetes,4,166,168,0
Kansas,Diabetes,Diabetes,5,299,302,0
Kansas,Diabetes,Diabetes,6,316,318,0
Kansas,Diabetes,Diabetes,7,248,251,0
Kansas,Obesity,Obesity,1,12,12,0
Kansas,Obesity,Obesity,2,46,46,0
Kansas,Obesity,Obesity,3,90,90,0
Kansas,Obesity,Obesity,4,124,124,0
Kansas,Obesity,Obesity,5,115,116,0
Kansas,Obesity,Obesity,6,59,60,0
Kansas,Obesity,Obesity,7,11,11,0
Kansas,Alzheimer disease,Alzheimer disease,0,0,0,0
Kansas,Alzheimer disease,Alzheimer disease,1,0,0,0
Kansas,Alzheimer disease,Alzheimer disease,2,0,0,0
Kansas,Alzheimer disease,Alzheimer disease,3,0,0,0
Kansas,Alzheimer disease,Alzheimer disease,5,20,20,0
Kansas,Alzheimer disease,Alzheimer disease,6,78,78,0
Kansas,Alzheimer disease,Alzheimer disease,7,202,203,0
Kansas,Vascular and unspecified dementia,Vascular and unspecified dementia,0,0,0,0
Kansas,Vascular and unspecified dementia,Vascular and unspecified dementia,1,0,0,0
Kansas,Vascular and unspecified dementia,Vascular and unspecified dementia,2,0,0,0
Kansas,Vascular and unspecified dementia,Vascular and unspecified dementia,4,16,16,0
Kansas,Vascular and unspecified dementia,Vascular and unspecified dementia,5,60,60,0
Kansas,Vascular and unspecified dementia,Vascular and unspecified dementia,6,275,277,0
Kansas,Vascular and unspecified dementia,Vascular and unspecified dementia,7,612,614,0
Kansas,Renal failure,Renal failure,2,20,20,0
Kansas,Renal failure,Renal failure,3,53,55,0
Kansas,Renal failure,Renal failure,4,162,169,0
Kansas,Renal failure,Renal failure,5,241,249,0
Kansas,Renal failure,Renal failure,6,281,301,0
Kansas,Renal failure,Renal failure,7,292,309,0
Kansas,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",0,0,0,0
Kansas,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",2,11,27,0
Kansas,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",3,23,43,0
Kansas,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",4,23,42,0
Kansas,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",5,46,71,0
Kansas,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",6,60,112,0
Kansas,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",7,82,157,0
Kansas,All other conditions and causes (residual),All other conditions and causes (residual),0,22,44,0
Kansas,All other conditions and causes (residual),All other conditions and causes (residual),1,41,59,0
Kansas,All other conditions and causes (residual),All other conditions and causes (residual),2,113,177,0
Kansas,All other conditions and causes (residual),All other conditions and causes (residual),3,242,410,0
Kansas,All other conditions and causes (residual),All other conditions and causes (residual),4,558,905,0
Kansas,All other conditions and causes (residual),All other conditions and causes (residual),5,977,1627,0
Kansas,All other conditions and causes (residual),All other conditions and causes (residual),6,1153,1839,0
Kansas,All other conditions and causes (residual),All other conditions and causes (residual),7,1282,1987,0
Kansas,COVID-19,COVID-19,0,41,41,0
Kansas,COVID-19,COVID-19,1,80,80,0
Kansas,COVID-19,COVID-19,2,242,242,0
Kansas,COVID-19,COVID-19,3,565,565,0
Kansas,COVID-19,COVID-19,4,1276,1276,0
Kansas,COVID-19,COVID-19,5,2122,2122,0
Kansas,COVID-19,COVID-19,6,2648,2648,0
Kansas,COVID-19,COVID-19,7,3108,3108,0
Kentucky,Respiratory diseases,Influenza and pneumonia,0,20,21,2
Kentucky,Respiratory diseases,Influenza and pneumonia,1,67,69,2
Kentucky,Respiratory diseases,Influenza and pneumonia,2,240,262,2
Kentucky,Respiratory diseases,Influenza and pneumonia,3,626,673,2
Kentucky,Respiratory diseases,Influenza and pneumonia,4,1481,1573,2
Kentucky,Respiratory diseases,Influenza and pneumonia,5,2427,2578,2
Kentucky,Respiratory diseases,Influenza and pneumonia,6,2516,2632,2
Kentucky,Respiratory diseases,Influenza and pneumonia,7,1774,1821,2
Kentucky,Respiratory diseases,Chronic lower respiratory diseases,2,28,29,2
Kentucky,Respiratory diseases,Chronic lower respiratory diseases,3,88,94,2
Kentucky,Respiratory diseases,Chronic lower respiratory diseases,4,395,413,2
Kentucky,Respiratory diseases,Chronic lower respiratory diseases,5,840,908,2
Kentucky,Respiratory diseases,Chronic lower respiratory diseases,6,947,1026,2
Kentucky,Respiratory diseases,Chronic lower respiratory diseases,7,542,568,2
Kentucky,Respiratory diseases,Adult respiratory distress syndrome,1,29,29,2
Kentucky,Respiratory diseases,Adult respiratory distress syndrome,2,97,97,2
Kentucky,Respiratory diseases,Adult respiratory distress syndrome,3,221,221,2
Kentucky,Respiratory diseases,Adult respiratory distress syndrome,4,428,428,2
Kentucky,Respiratory diseases,Adult respiratory distress syndrome,5,569,569,2
Kentucky,Respiratory diseases,Adult respiratory distress syndrome,6,344,344,2
Kentucky,Respiratory diseases,Adult respiratory distress syndrome,7,116,116,2
Kentucky,Respiratory diseases,Respiratory failure,0,25,26,2
Kentucky,Respiratory diseases,Respiratory failure,1,74,76,2
Kentucky,Respiratory diseases,Respiratory failure,2,218,222,2
Kentucky,Respiratory diseases,Respiratory failure,3,607,621,2
Kentucky,Respiratory diseases,Respiratory failure,4,1523,1614,2
Kentucky,Respiratory diseases,Respiratory failure,5,2519,2713,2
Kentucky,Respiratory diseases,Respiratory failure,6,2535,2739,2
Kentucky,Respiratory diseases,Respiratory failure,7,1535,1655,2
Kentucky,Respiratory diseases,Respiratory arrest,0,0,0,2
Kentucky,Respiratory diseases,Respiratory arrest,3,13,13,2
Kentucky,Respiratory diseases,Respiratory arrest,4,29,29,2
Kentucky,Respiratory diseases,Respiratory arrest,5,43,43,2
Kentucky,Respiratory diseases,Respiratory arrest,6,60,60,2
Kentucky,Respiratory diseases,Respiratory arrest,7,60,60,2
Kentucky,Respiratory diseases,Other diseases of the respiratory system,0,18,19,2
Kentucky,Respiratory diseases,Other diseases of the respiratory system,1,19,21,2
Kentucky,Respiratory diseases,Other diseases of the respiratory system,2,50,54,2
Kentucky,Respiratory diseases,Other diseases of the respiratory system,3,116,123,2
Kentucky,Respiratory diseases,Other diseases of the respiratory system,4,267,285,2
Kentucky,Respiratory diseases,Other diseases of the respiratory system,5,374,413,2
Kentucky,Respiratory diseases,Other diseases of the respiratory system,6,350,374,2
Kentucky,Respiratory diseases,Other diseases of the respiratory system,7,230,238,2
Kentucky,Circulatory diseases,Hypertensive diseases,1,12,13,1
Kentucky,Circulatory diseases,Hypertensive diseases,2,55,57,1
Kentucky,Circulatory diseases,Hypertensive diseases,3,166,168,1
Kentucky,Circulatory diseases,Hypertensive diseases,4,454,455,1
Kentucky,Circulatory diseases,Hypertensive diseases,5,781,785,1
Kentucky,Circulatory diseases,Hypertensive diseases,6,959,969,1
Kentucky,Circulatory diseases,Hypertensive diseases,7,982,998,1
Kentucky,Circulatory diseases,Ischemic heart disease,0,0,0,1
Kentucky,Circulatory diseases,Ischemic heart disease,2,27,29,1
Kentucky,Circulatory diseases,Ischemic heart disease,3,85,93,1
Kentucky,Circulatory diseases,Ischemic heart disease,4,294,315,1
Kentucky,Circulatory diseases,Ischemic heart disease,5,594,634,1
Kentucky,Circulatory diseases,Ischemic heart disease,6,824,862,1
Kentucky,Circulatory diseases,Ischemic heart disease,7,651,695,1
Kentucky,Circulatory diseases,Cardiac arrest,1,10,10,1
Kentucky,Circulatory diseases,Cardiac arrest,2,51,51,1
Kentucky,Circulatory diseases,Cardiac arrest,3,76,76,1
Kentucky,Circulatory diseases,Cardiac arrest,4,244,245,1
Kentucky,Circulatory diseases,Cardiac arrest,5,371,371,1
Kentucky,Circulatory diseases,Cardiac arrest,6,391,391,1
Kentucky,Circulatory diseases,Cardiac arrest,7,373,373,1
Kentucky,Circulatory diseases,Cardiac arrhythmia,0,0,0,1
Kentucky,Circulatory diseases,Cardiac arrhythmia,3,46,47,1
Kentucky,Circulatory diseases,Cardiac arrhythmia,4,211,217,1
Kentucky,Circulatory diseases,Cardiac arrhythmia,5,487,505,1
Kentucky,Circulatory diseases,Cardiac arrhythmia,6,726,748,1
Kentucky,Circulatory diseases,Cardiac arrhythmia,7,680,700,1
Kentucky,Circulatory diseases,Heart failure,2,21,21,1
Kentucky,Circulatory diseases,Heart failure,3,58,58,1
Kentucky,Circulatory diseases,Heart failure,4,183,183,1
Kentucky,Circulatory diseases,Heart failure,5,498,498,1
Kentucky,Circulatory diseases,Heart failure,6,750,750,1
Kentucky,Circulatory diseases,Heart failure,7,845,845,1
Kentucky,Circulatory diseases,Cerebrovascular diseases,2,16,16,1
Kentucky,Circulatory diseases,Cerebrovascular diseases,3,53,55,1
Kentucky,Circulatory diseases,Cerebrovascular diseases,4,158,166,1
Kentucky,Circulatory diseases,Cerebrovascular diseases,5,301,311,1
Kentucky,Circulatory diseases,Cerebrovascular diseases,6,395,399,1
Kentucky,Circulatory diseases,Cerebrovascular diseases,7,370,382,1
Kentucky,Circulatory diseases,Other diseases of the circulatory system,1,16,19,1
Kentucky,Circulatory diseases,Other diseases of the circulatory system,2,42,48,1
Kentucky,Circulatory diseases,Other diseases of the circulatory system,3,130,140,1
Kentucky,Circulatory diseases,Other diseases of the circulatory system,4,258,278,1
Kentucky,Circulatory diseases,Other diseases of the circulatory system,5,490,540,1
Kentucky,Circulatory diseases,Other diseases of the circulatory system,6,502,557,1
Kentucky,Circulatory diseases,Other diseases of the circulatory system,7,420,465,1
Kentucky,Sepsis,Sepsis,1,29,29,0
Kentucky,Sepsis,Sepsis,2,90,90,0
Kentucky,Sepsis,Sepsis,3,266,266,0
Kentucky,Sepsis,Sepsis,4,640,641,0
Kentucky,Sepsis,Sepsis,5,994,994,0
Kentucky,Sepsis,Sepsis,6,846,846,0
Kentucky,Sepsis,Sepsis,7,441,441,0
Kentucky,Malignant neoplasms,Malignant neoplasms,2,15,17,0
Kentucky,Malignant neoplasms,Malignant neoplasms,3,68,97,0
Kentucky,Malignant neoplasms,Malignant neoplasms,4,255,318,0
Kentucky,Malignant neoplasms,Malignant neoplasms,5,524,661,0
Kentucky,Malignant neoplasms,Malignant neoplasms,6,508,628,0
Kentucky,Malignant neoplasms,Malignant neoplasms,7,313,371,0
Kentucky,Diabetes,Diabetes,2,75,78,0
Kentucky,Diabetes,Diabetes,3,235,237,0
Kentucky,Diabetes,Diabetes,4,579,586,0
Kentucky,Diabetes,Diabetes,5,981,986,0
Kentucky,Diabetes,Diabetes,6,1072,1083,0
Kentucky,Diabetes,Diabetes,7,628,632,0
Kentucky,Obesity,Obesity,0,11,11,0
Kentucky,Obesity,Obesity,1,37,38,0
Kentucky,Obesity,Obesity,2,95,97,0
Kentucky,Obesity,Obesity,3,139,139,0
Kentucky,Obesity,Obesity,4,198,199,0
Kentucky,Obesity,Obesity,5,177,177,0
Kentucky,Obesity,Obesity,6,85,86,0
Kentucky,Obesity,Obesity,7,20,20,0
Kentucky,Alzheimer disease,Alzheimer disease,0,0,0,0
Kentucky,Alzheimer disease,Alzheimer disease,1,0,0,0
Kentucky,Alzheimer disease,Alzheimer disease,2,0,0,0
Kentucky,Alzheimer disease,Alzheimer disease,5,47,47,0
Kentucky,Alzheimer disease,Alzheimer disease,6,188,188,0
Kentucky,Alzheimer disease,Alzheimer disease,7,345,346,0
Kentucky,Vascular and unspecified dementia,Vascular and unspecified dementia,0,0,0,0
Kentucky,Vascular and unspecified dementia,Vascular and unspecified dementia,1,0,0,0
Kentucky,Vascular and unspecified dementia,Vascular and unspecified dementia,4,23,23,0
Kentucky,Vascular and unspecified dementia,Vascular and unspecified dementia,5,205,206,0
Kentucky,Vascular and unspecified dementia,Vascular and unspecified dementia,6,716,716,0
Kentucky,Vascular and unspecified dementia,Vascular and unspecified dementia,7,1238,1239,0
Kentucky,Renal failure,Renal failure,1,21,22,0
Kentucky,Renal failure,Renal failure,2,80,84,0
Kentucky,Renal failure,Renal failure,3,223,234,0
Kentucky,Renal failure,Renal failure,4,495,527,0
Kentucky,Renal failure,Renal failure,5,864,926,0
Kentucky,Renal failure,Renal failure,6,891,972,0
Kentucky,Renal failure,Renal failure,7,641,698,0
Kentucky,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",1,10,24,0
Kentucky,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",2,23,49,0
Kentucky,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",3,40,69,0
Kentucky,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",4,73,132,0
Kentucky,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",5,130,224,0
Kentucky,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",6,169,317,0
Kentucky,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",7,213,424,0
Kentucky,All other conditions and causes (residual),All other conditions and causes (residual),0,38,63,0
Kentucky,All other conditions and causes (residual),All other conditions and causes (residual),1,76,147,0
Kentucky,All other conditions and causes (residual),All other conditions and causes (residual),2,233,424,0
Kentucky,All other conditions and causes (residual),All other conditions and causes (residual),3,650,1133,0
Kentucky,All other conditions and causes (residual),All other conditions and causes (residual),4,1546,2785,0
Kentucky,All other conditions and causes (residual),All other conditions and causes (residual),5,2708,4706,0
Kentucky,All other conditions and causes (residual),All other conditions and causes (residual),6,3106,5223,0
Kentucky,All other conditions and causes (residual),All other conditions and causes (residual),7,2478,4142,0
Kentucky,COVID-19,COVID-19,0,66,66,0
Kentucky,COVID-19,COVID-19,1,160,160,0
Kentucky,COVID-19,COVID-19,2,454,454,0
Kentucky,COVID-19,COVID-19,3,1197,1197,0
Kentucky,COVID-19,COVID-19,4,2855,2855,0
Kentucky,COVID-19,COVID-19,5,4863,4863,0
Kentucky,COVID-19,COVID-19,6,5576,5576,0
Kentucky,COVID-19,COVID-19,7,4907,4907,0
Louisiana,Respiratory diseases,Influenza and pneumonia,0,37,38,2
Louisiana,Respiratory diseases,Influenza and pneumonia,1,107,109,2
Louisiana,Respiratory diseases,Influenza and pneumonia,2,287,290,2
Louisiana,Respiratory diseases,Influenza and pneumonia,3,617,620,2
Louisiana,Respiratory diseases,Influenza and pneumonia,4,1403,1424,2
Louisiana,Respiratory diseases,Influenza and pneumonia,5,2137,2156,2
Louisiana,Respiratory diseases,Influenza and pneumonia,6,2113,2125,2
Louisiana,Respiratory diseases,Influenza and pneumonia,7,1508,1520,2
Louisiana,Respiratory diseases,Chronic lower respiratory diseases,1,17,18,2
Louisiana,Respiratory diseases,Chronic lower respiratory diseases,2,20,20,2
Louisiana,Respiratory diseases,Chronic lower respiratory diseases,3,56,58,2
Louisiana,Respiratory diseases,Chronic lower respiratory diseases,4,199,205,2
Louisiana,Respiratory diseases,Chronic lower respiratory diseases,5,432,446,2
Louisiana,Respiratory diseases,Chronic lower respiratory diseases,6,486,500,2
Louisiana,Respiratory diseases,Chronic lower respiratory diseases,7,293,298,2
Louisiana,Respiratory diseases,Adult respiratory distress syndrome,0,17,17,2
Louisiana,Respiratory diseases,Adult respiratory distress syndrome,1,48,48,2
Louisiana,Respiratory diseases,Adult respiratory distress syndrome,2,146,146,2
Louisiana,Respiratory diseases,Adult respiratory distress syndrome,3,288,288,2
Louisiana,Respiratory diseases,Adult respiratory distress syndrome,4,626,626,2
Louisiana,Respiratory diseases,Adult respiratory distress syndrome,5,893,893,2
Louisiana,Respiratory diseases,Adult respiratory distress syndrome,6,839,839,2
Louisiana,Respiratory diseases,Adult respiratory distress syndrome,7,551,551,2
Louisiana,Respiratory diseases,Respiratory failure,0,22,22,2
Louisiana,Respiratory diseases,Respiratory failure,1,70,74,2
Louisiana,Respiratory diseases,Respiratory failure,2,195,196,2
Louisiana,Respiratory diseases,Respiratory failure,3,445,451,2
Louisiana,Respiratory diseases,Respiratory failure,4,1047,1065,2
Louisiana,Respiratory diseases,Respiratory failure,5,1655,1704,2
Louisiana,Respiratory diseases,Respiratory failure,6,1796,1851,2
Louisiana,Respiratory diseases,Respiratory failure,7,1157,1193,2
Louisiana,Respiratory diseases,Respiratory arrest,3,29,29,2
Louisiana,Respiratory diseases,Respiratory arrest,4,48,48,2
Louisiana,Respiratory diseases,Respiratory arrest,5,75,75,2
Louisiana,Respiratory diseases,Respiratory arrest,6,56,56,2
Louisiana,Respiratory diseases,Respiratory arrest,7,57,57,2
Louisiana,Respiratory diseases,Other diseases of the respiratory system,1,20,20,2
Louisiana,Respiratory diseases,Other diseases of the respiratory system,2,30,30,2
Louisiana,Respiratory diseases,Other diseases of the respiratory system,3,78,78,2
Louisiana,Respiratory diseases,Other diseases of the respiratory system,4,180,182,2
Louisiana,Respiratory diseases,Other diseases of the respiratory system,5,289,294,2
Louisiana,Respiratory diseases,Other diseases of the respiratory system,6,301,306,2
Louisiana,Respiratory diseases,Other diseases of the respiratory system,7,207,208,2
Louisiana,Circulatory diseases,Hypertensive diseases,1,24,24,1
Louisiana,Circulatory diseases,Hypertensive diseases,2,128,130,1
Louisiana,Circulatory diseases,Hypertensive diseases,3,286,286,1
Louisiana,Circulatory diseases,Hypertensive diseases,4,615,619,1
Louisiana,Circulatory diseases,Hypertensive diseases,5,1015,1026,1
Louisiana,Circulatory diseases,Hypertensive diseases,6,1141,1156,1
Louisiana,Circulatory diseases,Hypertensive diseases,7,916,932,1
Louisiana,Circulatory diseases,Ischemic heart disease,0,0,0,1
Louisiana,Circulatory diseases,Ischemic heart disease,2,21,22,1
Louisiana,Circulatory diseases,Ischemic heart disease,3,77,84,1
Louisiana,Circulatory diseases,Ischemic heart disease,4,203,227,1
Louisiana,Circulatory diseases,Ischemic heart disease,5,505,554,1
Louisiana,Circulatory diseases,Ischemic heart disease,6,565,606,1
Louisiana,Circulatory diseases,Ischemic heart disease,7,448,479,1
Louisiana,Circulatory diseases,Cardiac arrest,1,11,11,1
Louisiana,Circulatory diseases,Cardiac arrest,2,45,45,1
Louisiana,Circulatory diseases,Cardiac arrest,3,116,116,1
Louisiana,Circulatory diseases,Cardiac arrest,4,238,238,1
Louisiana,Circulatory diseases,Cardiac arrest,5,347,347,1
Louisiana,Circulatory diseases,Cardiac arrest,6,358,358,1
Louisiana,Circulatory diseases,Cardiac arrest,7,199,199,1
Louisiana,Circulatory diseases,Cardiac arrhythmia,0,0,0,1
Louisiana,Circulatory diseases,Cardiac arrhythmia,3,40,41,1
Louisiana,Circulatory diseases,Cardiac arrhythmia,4,111,112,1
Louisiana,Circulatory diseases,Cardiac arrhythmia,5,245,249,1
Louisiana,Circulatory diseases,Cardiac arrhythmia,6,357,364,1
Louisiana,Circulatory diseases,Cardiac arrhythmia,7,322,329,1
Louisiana,Circulatory diseases,Heart failure,2,26,26,1
Louisiana,Circulatory diseases,Heart failure,3,65,65,1
Louisiana,Circulatory diseases,Heart failure,4,163,163,1
Louisiana,Circulatory diseases,Heart failure,5,322,322,1
Louisiana,Circulatory diseases,Heart failure,6,430,430,1
Louisiana,Circulatory diseases,Heart failure,7,422,422,1
Louisiana,Circulatory diseases,Cerebrovascular diseases,2,15,16,1
Louisiana,Circulatory diseases,Cerebrovascular diseases,3,39,39,1
Louisiana,Circulatory diseases,Cerebrovascular diseases,4,136,138,1
Louisiana,Circulatory diseases,Cerebrovascular diseases,5,266,271,1
Louisiana,Circulatory diseases,Cerebrovascular diseases,6,304,308,1
Louisiana,Circulatory diseases,Cerebrovascular diseases,7,211,212,1
Louisiana,Circulatory diseases,Other diseases of the circulatory system,1,16,21,1
Louisiana,Circulatory diseases,Other diseases of the circulatory system,2,41,47,1
Louisiana,Circulatory diseases,Other diseases of the circulatory system,3,62,66,1
Louisiana,Circulatory diseases,Other diseases of the circulatory system,4,150,170,1
Louisiana,Circulatory diseases,Other diseases of the circulatory system,5,221,240,1
Louisiana,Circulatory diseases,Other diseases of the circulatory system,6,275,295,1
Louisiana,Circulatory diseases,Other diseases of the circulatory system,7,200,216,1
